,event_id,datetime,location,latitude,longitude,depth,magnitude,significance,alert,url,eventtype,country
279,us7000m3mb,2024-03-06 03:58:06.499,"99 km WSW of San Antonio de los Cobres, Argentina",-24.4298,-67.2705,193.322,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3mb,earthquake,CHL
280,us7000m3nm,2024-03-06 11:10:23.417,"53 km W of Ollagüe, Chile",-21.1862,-68.7652,115.038,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3nm,earthquake,CHL
281,us7000m3tv,2024-03-07 04:21:31.153,"50 km SW of Ollagüe, Chile",-21.5802,-68.5518,132.607,4.2,271,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3tv,earthquake,CHL
282,us7000m3yw,2024-03-07 17:04:24.561,"60 km SSW of La Tirana, Chile",-20.8601,-69.8318,47.292,4.6,333,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3yw,earthquake,CHL
283,us7000m405,2024-03-07 17:56:07.213,southeast of Easter Island,-35.3429,-104.3107,10.0,4.8,354,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m405,earthquake,CHL
284,us7000m40r,2024-03-07 22:25:44.025,"70 km W of Illapel, Chile",-31.7366,-71.907,35.0,4.2,271,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m40r,earthquake,CHL
285,us7000m412,2024-03-07 23:29:11.188,"79 km ESE of La Tirana, Chile",-20.569,-68.9318,106.398,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m412,earthquake,CHL
286,us7000m42m,2024-03-08 05:25:03.726,"81 km WNW of Ollagüe, Chile",-20.9188,-68.9677,118.841,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m42m,earthquake,CHL
287,us7000m42y,2024-03-08 07:40:46.074,"74 km N of La Serena, Chile",-29.2346,-71.2831,49.371,4.6,326,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m42y,earthquake,CHL
288,us7000m48k,2024-03-08 18:12:48.590,"14 km WNW of Rancagua, Chile",-34.1298,-70.8907,83.353,4.0,246,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m48k,earthquake,CHL
289,us7000m4db,2024-03-09 08:57:17.964,"48 km SSW of Ollagüe, Chile",-21.6317,-68.422,125.043,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4db,earthquake,CHL
290,us7000m4de,2024-03-09 09:22:28.854,"131 km SW of San Pedro de Atacama, Chile",-23.8484,-68.9877,92.951,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4de,earthquake,CHL
291,us7000m4fd,2024-03-09 16:43:11.429,"40 km ENE of La Tirana, Chile",-20.1781,-69.3113,110.074,4.3,285,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4fd,earthquake,CHL
292,us7000m4ft,2024-03-09 19:23:12.418,"128 km W of Valparaíso, Chile",-33.2365,-72.9866,13.662,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4ft,earthquake,CHL
293,us7000m4fz,2024-03-09 19:58:53.199,"16 km E of Calama, Chile",-22.4356,-68.7624,127.451,4.6,326,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4fz,earthquake,CHL
294,us7000m4j8,2024-03-10 12:16:14.783,"68 km W of San Antonio de los Cobres, Argentina",-24.1677,-66.9866,177.41,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4j8,earthquake,CHL
295,us7000m4kd,2024-03-10 18:04:38.173,"147 km NW of Coquimbo, Chile",-29.2196,-72.6101,10.0,4.6,326,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4kd,earthquake,CHL
296,us7000m4kp,2024-03-10 19:52:37.299,"84 km SE of La Tirana, Chile",-20.921,-69.1363,111.05,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4kp,earthquake,CHL
297,us7000m4kt,2024-03-10 20:12:41.372,"33 km WNW of Illapel, Chile",-31.5035,-71.4902,49.356,4.2,271,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4kt,earthquake,CHL
298,us7000m4my,2024-03-11 09:30:13.695,"39 km SE of Tacna, Peru",-18.2245,-69.952,136.058,3.8,222,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4my,earthquake,CHL
299,us7000m4sw,2024-03-12 03:42:32.451,"89 km WSW of San Antonio, Chile",-33.8321,-72.5312,14.154,5.1,401,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4sw,earthquake,CHL
300,us6000miii,2024-03-13 04:12:16.293,"105 km SE of Diego de Almagro, Chile",-27.0488,-69.285,122.462,4.1,259,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000miii,earthquake,CHL
301,us6000mijr,2024-03-13 09:30:05.011,"83 km N of Camiña, Chile",-18.5737,-69.2814,110.208,5.3,434,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mijr,earthquake,CHL
302,us6000miq9,2024-03-13 22:10:23.091,"104 km WNW of Puerto, Chile",-19.72,-71.0084,19.859,4.8,355,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000miq9,earthquake,CHL
303,us6000miqd,2024-03-13 22:10:33.047,"128 km WNW of Puerto, Chile",-19.7102,-71.2575,12.529,5.0,385,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000miqd,earthquake,CHL
304,us6000miqc,2024-03-13 22:14:58.868,"106 km WNW of Puerto, Chile",-19.7616,-71.0452,23.536,4.3,284,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000miqc,earthquake,CHL
305,us6000miqf,2024-03-13 22:38:03.303,"105 km WNW of Puerto, Chile",-19.7551,-71.0371,21.908,4.3,284,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000miqf,earthquake,CHL
306,us6000miqg,2024-03-13 22:50:12.624,"109 km WNW of Puerto, Chile",-19.7291,-71.0624,25.326,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000miqg,earthquake,CHL
307,us6000miqh,2024-03-13 23:05:04.208,"109 km WNW of Puerto, Chile",-19.7072,-71.0479,8.933,4.6,326,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000miqh,earthquake,CHL
308,us6000mj2b,2024-03-15 15:03:09.990,West Chile Rise,-42.6601,-82.6102,10.0,4.8,354,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mj2b,earthquake,CHL
309,us6000mj4t,2024-03-15 17:54:37.408,"109 km W of San Antonio de los Cobres, Argentina",-24.195,-67.3916,199.261,4.0,246,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mj4t,earthquake,CHL
310,us6000mjb0,2024-03-16 17:58:02.357,"33 km SSE of Uyuni, Bolivia",-20.7394,-66.6929,238.184,4.2,271,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjb0,earthquake,CHL
311,us6000mjjw,2024-03-18 08:15:00.976,West Chile Rise,-40.8024,-89.8627,10.0,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjjw,earthquake,CHL
312,us6000mjk0,2024-03-18 09:23:31.404,"44 km E of La Tirana, Chile",-20.3897,-69.2309,122.072,4.3,286,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjk0,earthquake,CHL
313,us6000mjnm,2024-03-18 21:52:28.736,"55 km SE of La Tirana, Chile",-20.7238,-69.3227,90.148,4.1,259,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjnm,earthquake,CHL
314,us6000mjpc,2024-03-19 00:01:07.076,"59 km E of Copiapó, Chile",-27.3705,-69.7296,117.767,4.1,259,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjpc,earthquake,CHL
315,us6000mjyq,2024-03-20 11:07:28.626,"57 km NNE of Illapel, Chile",-31.2012,-70.8429,99.927,4.0,246,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjyq,earthquake,CHL
316,us6000mk96,2024-03-21 13:56:15.049,"82 km SE of La Tirana, Chile",-20.8652,-69.1037,121.099,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mk96,earthquake,CHL
317,us6000mk9i,2024-03-21 16:09:18.984,"71 km SW of Taltal, Chile",-25.792,-71.0574,10.889,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mk9i,earthquake,CHL
318,us6000mkc9,2024-03-21 21:16:59.732,"41 km WSW of Coquimbo, Chile",-30.0511,-71.7545,44.188,4.1,259,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mkc9,earthquake,CHL
319,us6000mkha,2024-03-22 13:39:21.309,"88 km W of San Antonio, Chile",-33.7307,-72.5527,10.0,4.2,271,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mkha,earthquake,CHL
320,us6000mkrg,2024-03-23 14:29:24.760,"93 km W of San Antonio de los Cobres, Argentina",-24.3446,-67.2319,194.531,4.8,354,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mkrg,earthquake,CHL
321,us6000mks5,2024-03-23 17:23:17.827,"20 km SW of Tocopilla, Chile",-22.2293,-70.3239,31.743,3.9,234,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mks5,earthquake,CHL
322,us6000mksn,2024-03-23 19:36:12.475,"99 km W of San Antonio de los Cobres, Argentina",-24.2457,-67.2966,196.594,4.7,340,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mksn,earthquake,CHL
323,us6000mkv2,2024-03-23 23:11:53.360,"52 km SE of Vallenar, Chile",-28.9504,-70.4353,104.057,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mkv2,earthquake,CHL
324,us6000mkvs,2024-03-24 02:08:14.748,"40 km W of Ollagüe, Chile",-21.1588,-68.6372,143.52,4.3,284,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mkvs,earthquake,CHL
325,us7000m8jt,2024-03-24 06:17:10.604,"40 km NNW of Colquechaca, Bolivia",-18.3632,-66.1633,10.0,4.1,259,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8jt,earthquake,CHL
326,us6000mkzs,2024-03-24 19:50:11.404,"33 km SSE of Cuya, Chile",-19.4557,-70.1068,78.904,5.1,405,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mkzs,earthquake,CHL
327,us7000m81k,2024-03-26 07:59:13.527,"140 km SW of San Rafael, Argentina",-35.3583,-69.5742,185.598,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m81k,earthquake,CHL
328,us7000m87t,2024-03-27 05:08:27.916,"75 km S of San Pedro de Atacama, Chile",-23.5856,-68.0963,133.215,4.9,370,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m87t,earthquake,CHL
329,us7000m88z,2024-03-27 10:38:16.381,"131 km NE of San Pedro de Atacama, Chile",-22.088,-67.2801,173.838,4.6,326,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m88z,earthquake,CHL
330,us7000m891,2024-03-27 10:54:50.288,"107 km E of Caucete, Argentina",-31.6929,-67.1467,128.732,4.7,340,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m891,earthquake,CHL
331,us7000m8gx,2024-03-28 06:37:17.397,"80 km W of Curahuara de Carangas, Bolivia",-17.7403,-69.1766,155.354,4.3,284,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8gx,earthquake,CHL
332,us7000m8va,2024-03-30 00:49:04.587,"65 km WNW of Abra Pampa, Argentina",-22.5551,-66.3117,253.441,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8va,earthquake,CHL
333,us7000m8vn,2024-03-30 03:54:10.877,"175 km NW of Antofagasta de la Sierra, Argentina",-24.8656,-68.5494,141.937,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8vn,earthquake,CHL
334,us7000m8w8,2024-03-30 06:56:46.908,"45 km SW of Ollagüe, Chile",-21.5551,-68.5089,133.273,4.1,259,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8w8,earthquake,CHL
335,us7000m8wg,2024-03-30 08:35:05.923,"76 km WNW of Ollagüe, Chile",-21.0848,-68.9738,116.571,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8wg,earthquake,CHL
336,us7000m8wl,2024-03-30 09:03:18.687,"73 km WSW of Antofagasta, Chile",-23.869,-71.0726,10.0,4.3,284,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8wl,earthquake,CHL
337,us7000ma7r,2024-03-31 01:30:28.194,southeast of Easter Island,-36.2068,-100.0227,10.0,5.1,400,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ma7r,earthquake,CHL
338,us7000m93a,2024-03-31 17:17:52.021,"52 km SSW of Ovalle, Chile",-31.0444,-71.4045,62.09,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m93a,earthquake,CHL
339,us7000m3pg,2024-03-01 05:12:25.974,"95 km WNW of Uken, Japan",28.6846,128.3581,10.0,4.0,246,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3pg,earthquake,CHN
340,us6000mg1k,2024-03-01 09:29:02.868,"47 km E of Aras-asan, Philippines",8.8616,126.74,42.374,5.4,450,green,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mg1k,earthquake,CHN
341,us7000m3py,2024-03-01 17:35:43.580,"44 km ENE of Aras-asan, Philippines",9.0558,126.6771,45.162,4.6,326,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3py,earthquake,CHN
342,us7000m3q2,2024-03-01 21:24:48.612,"86 km ESE of Koseda, Japan",29.9962,131.4267,10.0,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3q2,earthquake,CHN
343,us6000mg9k,2024-03-02 05:09:48.606,"66 km E of Aras-asan, Philippines",8.8568,126.9154,10.0,4.6,326,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mg9k,earthquake,CHN
344,us6000mgba,2024-03-02 14:00:46.619,"5 km NE of Tsunō, Japan",32.2815,131.6069,29.253,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mgba,earthquake,CHN
345,us6000mgcu,2024-03-02 21:07:45.614,"94 km WSW of Tsetserleg, Mongolia",47.0994,100.3337,10.0,4.3,285,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mgcu,earthquake,CHN
346,us6000mgd9,2024-03-02 23:09:54.196,"113 km WNW of Uken, Japan",28.8025,128.2279,165.413,4.8,354,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mgd9,earthquake,CHN
347,us6000mgf6,2024-03-03 07:05:39.346,"8 km ESE of Murghob, Tajikistan",38.144,74.0547,167.503,4.2,271,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mgf6,earthquake,CHN
348,us7000m3y1,2024-03-03 08:50:16.760,"17 km SW of Harrison, Philippines",13.3464,120.3169,35.0,4.6,326,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3y1,earthquake,CHN
349,us6000mgfz,2024-03-03 09:24:29.299,"134 km W of Aykol, China",41.1319,78.5586,10.742,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mgfz,earthquake,CHN
350,us7000m45r,2024-03-04 01:00:14.618,"52 km NNW of Cabodiongan, Philippines",13.1206,124.9139,35.0,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m45r,earthquake,CHN
351,us7000m45t,2024-03-04 03:50:16.128,"197 km SW of Bamboo Flat, India",10.667,91.2421,10.0,4.3,284,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m45t,earthquake,CHN
352,us6000mgkx,2024-03-04 03:50:32.317,"84 km ENE of Aksu, China",41.5921,81.1299,10.0,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mgkx,earthquake,CHN
353,us6000mglm,2024-03-04 06:22:06.861,"25 km NW of Cholpon-Ata, Kyrgyzstan",42.8408,76.9085,24.44,5.3,540,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mglm,earthquake,CHN
354,us7000m462,2024-03-04 06:32:49.443,"29 km NW of Yanglong, China",38.9587,98.1587,10.0,4.6,326,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m462,earthquake,CHN
355,us6000mglt,2024-03-04 06:45:23.335,"146 km S of Kyzyl-Suu, Kyrgyzstan",41.0298,78.1726,10.0,3.7,211,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mglt,earthquake,CHN
356,us6000mgm0,2024-03-04 07:54:31.567,"130 km W of Aykol, China",41.1784,78.6057,10.0,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mgm0,earthquake,CHN
357,us6000mgsv,2024-03-05 02:07:32.232,"240 km NNE of Nagqu, China",33.4841,93.0234,10.0,5.4,650,yellow,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mgsv,earthquake,CHN
358,us6000mgtl,2024-03-05 05:49:28.860,"48 km NNE of Kon Tum, Vietnam",14.7394,108.2256,9.561,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mgtl,earthquake,CHN
359,us7000m3lf,2024-03-06 00:09:59.584,"125 km WNW of Aykol, China",41.2949,78.7131,10.0,4.7,346,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3lf,earthquake,CHN
360,us7000m3mf,2024-03-06 04:25:08.225,"50 km WNW of Burang, China",30.4045,80.6613,10.0,4.2,271,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3mf,earthquake,CHN
361,us6000mig4,2024-03-06 07:29:24.614,"10 km E of Anticala, Philippines",9.0033,125.7451,101.662,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mig4,earthquake,CHN
362,us7000m3qu,2024-03-06 17:37:46.115,"71 km NE of Kashgar, China",39.9107,76.5903,10.0,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3qu,earthquake,CHN
363,us7000m3uc,2024-03-07 08:14:07.379,"23 km NNE of Nobeoka, Japan",32.7606,131.7957,56.365,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3uc,earthquake,CHN
364,us7000m3ur,2024-03-07 10:06:30.777,"244 km NNE of Nagqu, China",33.5338,92.9943,10.0,5.6,650,yellow,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3ur,earthquake,CHN
365,us7000m3ut,2024-03-07 10:09:15.384,"223 km NNE of Nagqu, China",33.3794,92.8542,10.0,5.0,385,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3ut,earthquake,CHN
366,us7000m3v1,2024-03-07 11:31:23.984,"110 km S of Yudomari, Japan",29.2463,130.3671,39.357,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3v1,earthquake,CHN
367,us7000m3w7,2024-03-07 15:47:41.746,"42 km S of Pathein, Myanmar",16.4052,94.6639,33.759,4.6,326,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3w7,earthquake,CHN
368,us7000m413,2024-03-07 22:58:24.456,"48 km S of Mawlaik, Myanmar",23.2072,94.4293,101.657,4.2,271,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m413,earthquake,CHN
369,us7000m42z,2024-03-08 07:37:33.068,"172 km SE of Port Blair, India",10.504,93.8051,165.285,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m42z,earthquake,CHN
370,us7000m48w,2024-03-08 18:58:06.234,"80 km SSE of Hengchun, Taiwan",21.3246,121.0065,10.0,4.6,326,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m48w,earthquake,CHN
371,us7000m4ck,2024-03-09 05:17:48.069,"94 km NE of Nagqu, China",32.0128,92.8311,10.0,4.2,271,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4ck,earthquake,CHN
372,us7000m4e5,2024-03-09 12:35:43.089,"116 km WNW of Aykol, China",41.2434,78.8037,8.322,4.3,284,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4e5,earthquake,CHN
373,us6000mj3s,2024-03-11 10:54:14.330,"91 km S of Hualien City, Taiwan",23.1538,121.5839,10.0,4.3,284,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mj3s,earthquake,CHN
374,us7000m4nk,2024-03-11 13:35:10.905,"142 km W of Aykol, China",41.0948,78.4459,4.346,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4nk,earthquake,CHN
375,us6000mj40,2024-03-11 15:34:05.458,"27 km NNW of Davila, Philippines",18.6857,120.4484,25.022,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mj40,earthquake,CHN
376,us6000mj44,2024-03-11 17:07:19.912,"254 km SSE of Port Blair, India",9.5188,93.5747,10.0,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mj44,earthquake,CHN
377,us7000m4tz,2024-03-12 08:57:52.678,"26 km NNE of Tura, India",25.7414,90.2866,10.0,4.4,300,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4tz,earthquake,CHN
378,us6000mjm1,2024-03-12 18:02:09.118,"227 km ESE of Port Blair, India",11.2654,94.7931,10.0,4.2,271,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjm1,earthquake,CHN
379,us6000mij5,2024-03-13 06:49:20.270,"103 km NNE of Murghob, Tajikistan",39.037,74.3995,10.0,4.2,271,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mij5,earthquake,CHN
380,us6000mij7,2024-03-13 07:08:44.441,"85 km E of Isen, Japan",27.6357,129.8053,26.798,4.6,326,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mij7,earthquake,CHN
381,us6000mjsp,2024-03-13 08:20:56.953,"54 km WNW of Mawlaik, Myanmar",23.8285,93.9123,82.647,4.2,271,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjsp,earthquake,CHN
382,us6000mil0,2024-03-13 13:36:54.545,"47 km SSE of Yilan, Taiwan",24.3601,121.9352,36.36,4.1,260,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mil0,earthquake,CHN
383,us6000mil3,2024-03-13 13:52:38.405,"48 km SSE of Yilan, Taiwan",24.3753,121.9776,28.261,3.7,211,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mil3,earthquake,CHN
384,us6000mjt7,2024-03-13 17:40:25.311,"6 km WSW of Buenavista, Philippines",9.08,126.1078,59.826,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjt7,earthquake,CHN
385,us6000misc,2024-03-14 06:13:01.910,"264 km E of Port Blair, India",11.2699,95.1326,10.0,4.8,354,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000misc,earthquake,CHN
386,us6000mist,2024-03-14 08:27:16.276,"99 km WSW of Yanglong, China",38.5543,97.3348,10.0,4.7,340,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mist,earthquake,CHN
387,us6000misv,2024-03-14 08:36:22.421,"48 km WNW of Kuqa, China",41.9547,82.4378,10.0,4.7,340,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000misv,earthquake,CHN
388,us6000miys,2024-03-14 23:31:31.274,"104 km E of Aras-asan, Philippines",8.9737,127.2591,10.0,4.8,354,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000miys,earthquake,CHN
389,us6000mizb,2024-03-15 02:47:15.531,"117 km SSE of Kyzyl-Suu, Kyrgyzstan",41.3202,78.351,10.0,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mizb,earthquake,CHN
390,us6000mj1l,2024-03-15 10:32:50.057,"49 km E of Tatsugō, Japan",28.4207,130.1017,20.0,5.6,483,green,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mj1l,earthquake,CHN
391,us6000mj1p,2024-03-15 11:03:59.654,"48 km E of Tatsugō, Japan",28.441,130.0943,10.0,5.0,385,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mj1p,earthquake,CHN
392,us6000mk1w,2024-03-15 16:10:23.300,"36 km ENE of Tatsugō, Japan",28.6071,129.9247,39.852,4.3,284,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mk1w,earthquake,CHN
393,us6000mk23,2024-03-15 16:40:08.321,"1 km SSW of Sipalay, Philippines",9.7365,122.3964,46.972,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mk23,earthquake,CHN
394,us6000mk21,2024-03-15 19:26:08.490,"227 km N of Bamboo Flat, India",13.7525,92.896,22.068,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mk21,earthquake,CHN
395,us6000mj59,2024-03-15 19:49:10.816,"95 km ENE of Kuqa, China",42.0295,84.0078,17.504,4.6,326,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mj59,earthquake,CHN
396,us6000mk7p,2024-03-16 09:20:28.401,"105 km SW of Basco, Philippines",19.7339,121.2984,35.0,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mk7p,earthquake,CHN
397,us6000mk7t,2024-03-16 12:28:22.165,"14 km NE of Carrascal, Philippines",9.4707,126.0399,66.958,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mk7t,earthquake,CHN
398,us6000mk7v,2024-03-16 13:07:20.118,"149 km E of Aras-asan, Philippines",8.9612,127.6728,38.204,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mk7v,earthquake,CHN
399,us6000mka8,2024-03-17 07:31:38.884,"29 km ENE of Yilan, Taiwan",24.8184,122.0402,105.842,4.3,284,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mka8,earthquake,CHN
400,us6000mjhr,2024-03-17 22:05:54.497,"258 km NNE of Nagqu, China",33.6245,93.1401,10.0,4.2,271,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjhr,earthquake,CHN
401,us6000mjip,2024-03-18 01:25:01.152,"263 km NNE of Nagqu, China",33.6621,93.1675,10.0,4.0,246,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjip,earthquake,CHN
402,us6000mjl9,2024-03-18 16:12:34.179,"15 km NW of Ibusuki, Japan",31.3103,130.517,129.261,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjl9,earthquake,CHN
403,us6000mkim,2024-03-19 03:03:00.145,"84 km NE of Dongkan, China",34.5345,120.4821,10.0,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mkim,earthquake,CHN
404,us6000mjr8,2024-03-19 11:20:28.327,"28 km SE of Hualien City, Taiwan",23.781,121.7913,18.018,4.9,372,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjr8,earthquake,CHN
405,us7000m7x8,2024-03-20 03:51:52.514,"3 km ESE of Bowangshan, China",28.2946,105.0887,10.0,4.1,259,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m7x8,earthquake,CHN
406,us6000mk15,2024-03-20 16:58:04.239,western Xizang,34.1004,86.3532,10.0,4.9,369,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mk15,earthquake,CHN
407,us7000m7xr,2024-03-20 20:02:31.652,"12 km S of Calatagan, Philippines",13.7171,120.6148,198.284,4.3,284,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m7xr,earthquake,CHN
408,us6000mk51,2024-03-21 00:38:31.058,"20 km SSW of Kalamnūri, India",19.4973,77.2582,10.0,4.6,359,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mk51,earthquake,CHN
409,us6000mk8h,2024-03-21 10:49:52.721,"11 km NW of Hualien City, Taiwan",24.0592,121.5312,27.286,4.7,357,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mk8h,earthquake,CHN
410,us6000mkcm,2024-03-21 22:24:54.671,"232 km NNE of Nagqu, China",33.4601,92.8467,10.0,4.2,271,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mkcm,earthquake,CHN
